queryid Q0 docid rank score sys_name
1.0 Q0 CACM-2372 63.0 15.24042398 BM25
1.0 Q0 CACM-3127 64.0 15.046519267 BM25
1.0 Q0 CACM-2541 65.0 14.9255179825 BM25
1.0 Q0 CACM-2288 66.0 14.8884370084 BM25
1.0 Q0 CACM-2297 67.0 14.8350555529 BM25
1.0 Q0 CACM-2017 68.0 14.8235173166 BM25
1.0 Q0 CACM-1315 69.0 14.8228455835 BM25
1.0 Q0 CACM-2371 70.0 14.7827537875 BM25
1.0 Q0 CACM-2625 71.0 14.7744642264 BM25
1.0 Q0 CACM-1173 72.0 14.6759584776 BM25
1.0 Q0 CACM-3153 73.0 14.6529617008 BM25
1.0 Q0 CACM-1542 74.0 14.6402207816 BM25
1.0 Q0 CACM-1641 75.0 14.6222867829 BM25
1.0 Q0 CACM-1626 76.0 14.5907826066 BM25
1.0 Q0 CACM-1589 77.0 14.559631742 BM25
1.0 Q0 CACM-2622 78.0 14.5241844948 BM25
1.0 Q0 CACM-2219 79.0 14.4654020603 BM25
1.0 Q0 CACM-2344 80.0 14.4335642487 BM25
1.0 Q0 CACM-2247 81.0 14.4173308832 BM25
1.0 Q0 CACM-1341 82.0 14.3852445395 BM25
1.0 Q0 CACM-1750 83.0 14.359186236 BM25
1.0 Q0 CACM-0397 84.0 14.3005788144 BM25
1.0 Q0 CACM-1829 85.0 14.252848187 BM25
1.0 Q0 CACM-1862 86.0 14.1549564852 BM25
1.0 Q0 CACM-1487 87.0 14.1155795467 BM25
1.0 Q0 CACM-2342 88.0 14.1144987708 BM25
1.0 Q0 CACM-2153 89.0 14.0338410619 BM25
1.0 Q0 CACM-2317 90.0 13.9442315366 BM25
1.0 Q0 CACM-2542 91.0 13.796772127 BM25
1.0 Q0 CACM-2245 92.0 13.7188900144 BM25
1.0 Q0 CACM-2912 93.0 13.68343801 BM25
1.0 Q0 CACM-1810 94.0 13.6774436788 BM25
1.0 Q0 CACM-1956 95.0 13.6286315508 BM25
1.0 Q0 CACM-2740 96.0 13.6217316198 BM25
1.0 Q0 CACM-1939 97.0 13.576004852 BM25
1.0 Q0 CACM-2483 98.0 13.5471223884 BM25
1.0 Q0 CACM-2438 99.0 13.537561022 BM25
1.0 Q0 CACM-0698 100.0 13.4884143139 BM25
2.0 Q0 CACM-1727 1.0 12.2007067109 BM25
2.0 Q0 CACM-1379 2.0 10.8945296844 BM25
2.0 Q0 CACM-2219 3.0 10.6370682691 BM25
2.0 Q0 CACM-2342 4.0 10.6033661231 BM25
2.0 Q0 CACM-2434 5.0 10.3058046062 BM25
2.0 Q0 CACM-1012 6.0 10.1889491716 BM25
2.0 Q0 CACM-3078 7.0 9.98373953646 BM25
2.0 Q0 CACM-2863 8.0 9.27534753328 BM25
2.0 Q0 CACM-1622 9.0 8.86082608671 BM25
2.0 Q0 CACM-0616 10.0 8.50169975343 BM25
2.0 Q0 CACM-1350 11.0 8.01773282045 BM25
2.0 Q0 CACM-2177 12.0 7.92378958701 BM25
2.0 Q0 CACM-1046 13.0 7.57010335474 BM25
2.0 Q0 CACM-2233 14.0 6.67848965863 BM25
2.0 Q0 CACM-2610 15.0 6.66144059485 BM25
2.0 Q0 CACM-0397 16.0 6.65741323657 BM25
2.0 Q0 CACM-2905 17.0 6.58457295587 BM25
2.0 Q0 CACM-0531 18.0 6.48363875456 BM25
2.0 Q0 CACM-0849 19.0 6.44706668732 BM25
2.0 Q0 CACM-2953 20.0 6.33818793634 BM25
2.0 Q0 CACM-1397 21.0 6.13134692916 BM25
2.0 Q0 CACM-1676 22.0 6.05515666981 BM25
2.0 Q0 CACM-1867 23.0 6.00661810176 BM25
2.0 Q0 CACM-1623 24.0 5.99301062141 BM25
2.0 Q0 CACM-3157 25.0 5.97866248131 BM25
2.0 Q0 CACM-2963 26.0 5.86604107567 BM25
2.0 Q0 CACM-2916 27.0 5.83653775398 BM25
2.0 Q0 CACM-3057 28.0 5.67615132154 BM25
2.0 Q0 CACM-1519 29.0 5.62221833234 BM25
2.0 Q0 CACM-0533 30.0 5.53258562782 BM25
2.0 Q0 CACM-3028 31.0 5.36837125763 BM25
2.0 Q0 CACM-2215 32.0 5.35238193154 BM25
2.0 Q0 CACM-0282 33.0 5.34958946142 BM25
2.0 Q0 CACM-2130 34.0 5.3268275511 BM25
2.0 Q0 CACM-1014 35.0 5.28198338731 BM25
2.0 Q0 CACM-1264 36.0 5.28135554213 BM25
2.0 Q0 CACM-1403 37.0 5.19777485494 BM25
2.0 Q0 CACM-1062 38.0 5.16380951731 BM25
2.0 Q0 CACM-3116 39.0 5.1037910703 BM25
2.0 Q0 CACM-0536 40.0 5.08870888061 BM25
2.0 Q0 CACM-2194 41.0 5.07417133192 BM25
2.0 Q0 CACM-3128 42.0 5.04426475926 BM25
2.0 Q0 CACM-0497 43.0 5.02780754635 BM25
2.0 Q0 CACM-1931 44.0 4.96551481175 BM25
2.0 Q0 CACM-2354 45.0 4.9533954733 BM25
2.0 Q0 CACM-1705 46.0 4.91873878608 BM25
2.0 Q0 CACM-2142 47.0 4.91442537987 BM25
2.0 Q0 CACM-0670 48.0 4.88364156087 BM25
2.0 Q0 CACM-2568 49.0 4.79547084597 BM25
2.0 Q0 CACM-2451 50.0 4.78759131595 BM25
2.0 Q0 CACM-3129 51.0 4.77009423067 BM25
2.0 Q0 CACM-3164 52.0 4.76595830251 BM25
2.0 Q0 CACM-1877 53.0 4.75648675033 BM25
2.0 Q0 CACM-0492 54.0 4.71510909196 BM25
2.0 Q0 CACM-1652 55.0 4.69908209676 BM25
2.0 Q0 CACM-0435 56.0 4.61787958176 BM25
2.0 Q0 CACM-1856 57.0 4.5975558405 BM25
2.0 Q0 CACM-1591 58.0 4.57976364436 BM25
2.0 Q0 CACM-1846 59.0 4.56035900845 BM25
2.0 Q0 CACM-2534 60.0 4.55525461557 BM25
2.0 Q0 CACM-1977 61.0 4.55317204154 BM25
2.0 Q0 CACM-1651 62.0 4.54947264546 BM25
2.0 Q0 CACM-2939 63.0 4.51230798699 BM25
2.0 Q0 CACM-2786 64.0 4.47641584007 BM25
2.0 Q0 CACM-1154 65.0 4.47184978926 BM25
2.0 Q0 CACM-1272 66.0 4.41939502817 BM25
2.0 Q0 CACM-1315 67.0 4.38477995867 BM25
2.0 Q0 CACM-2852 68.0 4.38219819613 BM25
2.0 Q0 CACM-1527 69.0 4.38219819613 BM25
2.0 Q0 CACM-2002 70.0 4.32377253809 BM25
2.0 Q0 CACM-1638 71.0 4.3173182641 BM25
2.0 Q0 CACM-1223 72.0 4.29998118412 BM25
2.0 Q0 CACM-2645 73.0 4.28730117306 BM25
2.0 Q0 CACM-1625 74.0 4.28151920295 BM25
2.0 Q0 CACM-1674 75.0 4.25701017416 BM25
2.0 Q0 CACM-1155 76.0 4.25122820405 BM25
2.0 Q0 CACM-2925 77.0 4.25122820405 BM25
2.0 Q0 CACM-1564 78.0 4.22127462403 BM25
2.0 Q0 CACM-1939 79.0 4.19753637407 BM25
2.0 Q0 CACM-2355 80.0 4.19715548751 BM25
2.0 Q0 CACM-2031 81.0 4.18415242926 BM25
2.0 Q0 CACM-1473 82.0 4.17349078291 BM25
2.0 Q0 CACM-3202 83.0 4.13414621348 BM25
2.0 Q0 CACM-2572 84.0 4.12150362902 BM25
2.0 Q0 CACM-1427 85.0 4.07280754667 BM25
2.0 Q0 CACM-2519 86.0 4.07280754667 BM25
2.0 Q0 CACM-3160 87.0 4.05920006633 BM25
2.0 Q0 CACM-1843 88.0 4.0493066431 BM25
2.0 Q0 CACM-2980 89.0 4.04255620827 BM25
2.0 Q0 CACM-1553 90.0 4.01889150367 BM25
2.0 Q0 CACM-1671 91.0 3.99907429541 BM25
2.0 Q0 CACM-3165 92.0 3.9945497758 BM25
2.0 Q0 CACM-3144 93.0 3.98243043735 BM25
2.0 Q0 CACM-3080 94.0 3.96633308018 BM25
2.0 Q0 CACM-2845 95.0 3.9024677058 BM25
2.0 Q0 CACM-1468 96.0 3.89929193266 BM25
2.0 Q0 CACM-2812 97.0 3.89929193266 BM25
2.0 Q0 CACM-2741 98.0 3.89092799107 BM25
2.0 Q0 CACM-1464 99.0 3.87427720255 BM25
2.0 Q0 CACM-1542 100.0 3.86307232445 BM25
3.0 Q0 CACM-0637 1.0 11.7097317347 BM25
3.0 Q0 CACM-1350 2.0 10.8837301822 BM25
3.0 Q0 CACM-3157 3.0 10.7307016287 BM25
3.0 Q0 CACM-1807 4.0 10.6624199722 BM25
3.0 Q0 CACM-2130 5.0 10.5530235165 BM25
3.0 Q0 CACM-3115 6.0 10.5162618781 BM25
3.0 Q0 CACM-1727 7.0 10.5088040481 BM25
3.0 Q0 CACM-1134 8.0 10.2683056461 BM25
3.0 Q0 CACM-3130 9.0 10.2327982777 BM25
3.0 Q0 CACM-2886 10.0 9.98557272423 BM25
3.0 Q0 CACM-2061 11.0 9.92111098822 BM25
3.0 Q0 CACM-1194 12.0 9.88563426992 BM25
3.0 Q0 CACM-1387 13.0 9.77122470264 BM25
3.0 Q0 CACM-1572 14.0 9.71270879707 BM25
3.0 Q0 CACM-2921 15.0 9.48888634321 BM25
3.0 Q0 CACM-1533 16.0 9.32993725288 BM25
3.0 Q0 CACM-2542 17.0 9.27748882673 BM25
3.0 Q0 CACM-2053 18.0 9.21234364884 BM25
3.0 Q0 CACM-1135 19.0 9.18703701704 BM25
3.0 Q0 CACM-1003 20.0 9.15029655181 BM25
3.0 Q0 CACM-2423 21.0 9.11853183335 BM25
3.0 Q0 CACM-0252 22.0 9.0436401618 BM25
3.0 Q0 CACM-1622 23.0 9.03159505147 BM25
3.0 Q0 CACM-2897 24.0 9.03003250907 BM25
3.0 Q0 CACM-0536 25.0 8.84533438619 BM25
3.0 Q0 CACM-1787 26.0 8.81467520829 BM25
3.0 Q0 CACM-1062 27.0 8.80756251634 BM25
3.0 Q0 CACM-0849 28.0 8.75697932481 BM25
3.0 Q0 CACM-2064 29.0 8.75425536297 BM25
3.0 Q0 CACM-2929 30.0 8.69807553101 BM25
3.0 Q0 CACM-1154 31.0 8.686192811 BM25
3.0 Q0 CACM-2887 32.0 8.64432806058 BM25
3.0 Q0 CACM-2175 33.0 8.60014484424 BM25
3.0 Q0 CACM-2342 34.0 8.5827622925 BM25
3.0 Q0 CACM-2953 35.0 8.52803905164 BM25
3.0 Q0 CACM-2424 36.0 8.52632198101 BM25
3.0 Q0 CACM-1379 37.0 8.49904301361 BM25
3.0 Q0 CACM-2990 38.0 8.48490870402 BM25
3.0 Q0 CACM-1029 39.0 8.48408486017 BM25
3.0 Q0 CACM-2534 40.0 8.29727881156 BM25
3.0 Q0 CACM-1671 41.0 8.1085905332 BM25
3.0 Q0 CACM-1223 42.0 8.09688800929 BM25
3.0 Q0 CACM-2217 43.0 8.06284327356 BM25
3.0 Q0 CACM-2439 44.0 8.00344541163 BM25
3.0 Q0 CACM-2111 45.0 7.98108626682 BM25
3.0 Q0 CACM-1159 46.0 7.92831740449 BM25
3.0 Q0 CACM-2210 47.0 7.91290273913 BM25
3.0 Q0 CACM-2341 48.0 7.9080199072 BM25
3.0 Q0 CACM-0254 49.0 7.77784416383 BM25
3.0 Q0 CACM-3093 50.0 7.72833968839 BM25
3.0 Q0 CACM-2110 51.0 7.71035833315 BM25
3.0 Q0 CACM-1392 52.0 7.67786976484 BM25
3.0 Q0 CACM-1170 53.0 7.62560368696 BM25
3.0 Q0 CACM-2344 54.0 7.62197800461 BM25
3.0 Q0 CACM-1947 55.0 7.57066965065 BM25
3.0 Q0 CACM-1728 56.0 7.5582675523 BM25
3.0 Q0 CACM-3080 57.0 7.54962589727 BM25
3.0 Q0 CACM-1783 58.0 7.54711208701 BM25
3.0 Q0 CACM-2877 59.0 7.54616822799 BM25
3.0 Q0 CACM-2989 60.0 7.47408948009 BM25
3.0 Q0 CACM-2572 61.0 7.46947751096 BM25
3.0 Q0 CACM-2684 62.0 7.45720311008 BM25
3.0 Q0 CACM-1403 63.0 7.42460365298 BM25
3.0 Q0 CACM-3103 64.0 7.41762403237 BM25
3.0 Q0 CACM-2871 65.0 7.40946771501 BM25
3.0 Q0 CACM-2794 66.0 7.37847024011 BM25
3.0 Q0 CACM-1684 67.0 7.37144549115 BM25
3.0 Q0 CACM-3077 68.0 7.36954740328 BM25
3.0 Q0 CACM-2470 69.0 7.35854457083 BM25
3.0 Q0 CACM-3069 70.0 7.35574959862 BM25
3.0 Q0 CACM-1665 71.0 7.2989876071 BM25
3.0 Q0 CACM-3099 72.0 7.26644440059 BM25
3.0 Q0 CACM-1591 73.0 7.23165224809 BM25
3.0 Q0 CACM-1525 74.0 7.20135057161 BM25
3.0 Q0 CACM-2247 75.0 7.18916035625 BM25
3.0 Q0 CACM-3028 76.0 7.17644352026 BM25
3.0 Q0 CACM-2820 77.0 7.16477891207 BM25
3.0 Q0 CACM-3110 78.0 7.15502912303 BM25
3.0 Q0 CACM-0696 79.0 7.15373217301 BM25
3.0 Q0 CACM-2449 80.0 7.15365319042 BM25
3.0 Q0 CACM-1456 81.0 7.13600229924 BM25
3.0 Q0 CACM-1664 82.0 7.12882159732 BM25
3.0 Q0 CACM-2233 83.0 7.10327508036 BM25
3.0 Q0 CACM-1012 84.0 7.10233315963 BM25
3.0 Q0 CACM-2138 85.0 7.07878535896 BM25
3.0 Q0 CACM-2945 86.0 7.05815842465 BM25
3.0 Q0 CACM-2096 87.0 7.02979142587 BM25
3.0 Q0 CACM-1236 88.0 7.00508826436 BM25
3.0 Q0 CACM-2970 89.0 7.00484251115 BM25
3.0 Q0 CACM-2883 90.0 6.99286804221 BM25
3.0 Q0 CACM-1844 91.0 6.98459116963 BM25
3.0 Q0 CACM-0799 92.0 6.97553524748 BM25
3.0 Q0 CACM-2160 93.0 6.95389851438 BM25
3.0 Q0 CACM-2421 94.0 6.9363960157 BM25
3.0 Q0 CACM-2739 95.0 6.9351391114 BM25
3.0 Q0 CACM-2579 96.0 6.90855369369 BM25
3.0 Q0 CACM-3128 97.0 6.87792628876 BM25
3.0 Q0 CACM-1930 98.0 6.84472033019 BM25
3.0 Q0 CACM-2451 99.0 6.84364185463 BM25
3.0 Q0 CACM-0282 100.0 6.83919772541 BM25
4.0 Q0 CACM-2931 1.0 30.1049918236 BM25
4.0 Q0 CACM-3128 2.0 28.4381821219 BM25
4.0 Q0 CACM-2342 3.0 26.8386217219 BM25
4.0 Q0 CACM-1135 4.0 24.0599225958 BM25
4.0 Q0 CACM-2377 5.0 23.7922273361 BM25
4.0 Q0 CACM-3043 6.0 23.5399349321 BM25
4.0 Q0 CACM-2905 7.0 22.7245543322 BM25
4.0 Q0 CACM-2851 8.0 22.4406820019 BM25
4.0 Q0 CACM-3049 9.0 22.3370691702 BM25
4.0 Q0 CACM-2314 10.0 21.4954462938 BM25
4.0 Q0 CACM-2816 11.0 21.4682845753 BM25
4.0 Q0 CACM-0616 12.0 21.3950255746 BM25
4.0 Q0 CACM-2940 13.0 21.0215567508 BM25
4.0 Q0 CACM-2519 14.0 20.8689451769 BM25
4.0 Q0 CACM-1727 15.0 20.7704837629 BM25
4.0 Q0 CACM-1829 16.0 20.2563896396 BM25
4.0 Q0 CACM-2969 17.0 20.2078635642 BM25
4.0 Q0 CACM-3103 18.0 20.1706486508 BM25
4.0 Q0 CACM-1470 19.0 20.1119822282 BM25
4.0 Q0 CACM-2438 20.0 19.9935908905 BM25
4.0 Q0 CACM-1665 21.0 19.6108079298 BM25
4.0 Q0 CACM-2939 22.0 19.5661599063 BM25
4.0 Q0 CACM-3148 23.0 19.5634581837 BM25
4.0 Q0 CACM-2060 24.0 19.554561072 BM25
4.0 Q0 CACM-2276 25.0 19.3020889481 BM25
4.0 Q0 CACM-2949 26.0 19.2762790491 BM25
4.0 Q0 CACM-2684 27.0 19.2302376266 BM25
4.0 Q0 CACM-0321 28.0 19.0374469397 BM25
4.0 Q0 CACM-3018 29.0 19.0361796869 BM25
4.0 Q0 CACM-2233 30.0 19.0000484543 BM25
4.0 Q0 CACM-0040 31.0 18.9759475065 BM25
4.0 Q0 CACM-2929 32.0 18.9140637477 BM25
4.0 Q0 CACM-2849 33.0 18.8997503186 BM25
4.0 Q0 CACM-3041 34.0 18.8118220735 BM25
4.0 Q0 CACM-3013 35.0 18.7762711888 BM25
4.0 Q0 CACM-1978 36.0 18.7267403694 BM25
4.0 Q0 CACM-2196 37.0 18.7216991459 BM25
4.0 Q0 CACM-0724 38.0 18.5915952134 BM25
4.0 Q0 CACM-1012 39.0 18.5346911711 BM25
4.0 Q0 CACM-3105 40.0 18.4717938276 BM25
4.0 Q0 CACM-3015 41.0 18.4501053138 BM25
4.0 Q0 CACM-1844 42.0 18.4187122946 BM25
4.0 Q0 CACM-1307 43.0 18.3551232907 BM25
4.0 Q0 CACM-2033 44.0 18.3292207867 BM25
4.0 Q0 CACM-1145 45.0 18.2289128029 BM25
4.0 Q0 CACM-1143 46.0 18.195745265 BM25
4.0 Q0 CACM-2216 47.0 18.1788522939 BM25
4.0 Q0 CACM-1651 48.0 18.1683538314 BM25
4.0 Q0 CACM-1705 49.0 18.1621968222 BM25
4.0 Q0 CACM-1550 50.0 18.1426626148 BM25
4.0 Q0 CACM-2721 51.0 18.1116228422 BM25
4.0 Q0 CACM-2619 52.0 18.0593048713 BM25
4.0 Q0 CACM-0435 53.0 18.053941346 BM25
4.0 Q0 CACM-3082 54.0 17.9947755416 BM25
4.0 Q0 CACM-2198 55.0 17.9466942816 BM25
4.0 Q0 CACM-2692 56.0 17.9201175419 BM25
4.0 Q0 CACM-1323 57.0 17.9003297509 BM25
4.0 Q0 CACM-2958 58.0 17.8967991566 BM25
4.0 Q0 CACM-1681 59.0 17.8782993816 BM25
4.0 Q0 CACM-2767 60.0 17.8327422607 BM25
4.0 Q0 CACM-2546 61.0 17.7110589266 BM25
4.0 Q0 CACM-2722 62.0 17.5580281534 BM25
4.0 Q0 CACM-2092 63.0 17.5538600883 BM25
4.0 Q0 CACM-1527 64.0 17.5018487081 BM25
4.0 Q0 CACM-2598 65.0 17.4857041918 BM25
4.0 Q0 CACM-1591 66.0 17.4193210466 BM25
4.0 Q0 CACM-2020 67.0 17.3869188587 BM25
4.0 Q0 CACM-1710 68.0 17.3714052067 BM25
4.0 Q0 CACM-1623 69.0 17.3650229761 BM25
4.0 Q0 CACM-2289 70.0 17.2964322587 BM25
4.0 Q0 CACM-2946 71.0 17.2012886613 BM25
4.0 Q0 CACM-1099 72.0 17.1932512859 BM25
4.0 Q0 CACM-2406 73.0 17.1626128897 BM25
4.0 Q0 CACM-3077 74.0 17.1480027595 BM25
4.0 Q0 CACM-2054 75.0 17.0995901245 BM25
4.0 Q0 CACM-1908 76.0 17.0488342531 BM25
4.0 Q0 CACM-2483 77.0 17.0031053217 BM25
4.0 Q0 CACM-1506 78.0 16.9919381332 BM25
4.0 Q0 CACM-1856 79.0 16.9911987486 BM25
4.0 Q0 CACM-1609 80.0 16.9277709242 BM25
4.0 Q0 CACM-2883 81.0 16.8837205231 BM25
4.0 Q0 CACM-1366 82.0 16.8798399143 BM25
4.0 Q0 CACM-1350 83.0 16.878208199 BM25
4.0 Q0 CACM-3138 84.0 16.7548104338 BM25
4.0 Q0 CACM-2922 85.0 16.7535912531 BM25
4.0 Q0 CACM-2210 86.0 16.6877669047 BM25
4.0 Q0 CACM-2810 87.0 16.6771409673 BM25
4.0 Q0 CACM-1206 88.0 16.6725816589 BM25
4.0 Q0 CACM-2900 89.0 16.6584802851 BM25
4.0 Q0 CACM-2554 90.0 16.6506269453 BM25
4.0 Q0 CACM-2188 91.0 16.6461632755 BM25
4.0 Q0 CACM-3087 92.0 16.6460976063 BM25
4.0 Q0 CACM-2705 93.0 16.634238559 BM25
4.0 Q0 CACM-3064 94.0 16.6230051678 BM25
4.0 Q0 CACM-1677 95.0 16.6109512215 BM25
4.0 Q0 CACM-1362 96.0 16.5567760739 BM25
4.0 Q0 CACM-2890 97.0 16.5246043715 BM25
4.0 Q0 CACM-1742 98.0 16.481123673 BM25
4.0 Q0 CACM-1827 99.0 16.4403299606 BM25
4.0 Q0 CACM-2252 100.0 16.4375074323 BM25
5.0 Q0 CACM-2035 1.0 38.8304129657 BM25
5.0 Q0 CACM-1829 2.0 32.0828247601 BM25
5.0 Q0 CACM-2299 3.0 28.2942679757 BM25
5.0 Q0 CACM-1671 4.0 27.7522353235 BM25
5.0 Q0 CACM-2003 5.0 27.0826284004 BM25
5.0 Q0 CACM-1699 6.0 26.9735504085 BM25
5.0 Q0 CACM-1978 7.0 26.4305543522 BM25
5.0 Q0 CACM-2947 8.0 26.1713902896 BM25
5.0 Q0 CACM-2786 9.0 25.9462377682 BM25
5.0 Q0 CACM-2252 10.0 25.4927796901 BM25
5.0 Q0 CACM-2820 11.0 24.9938028102 BM25
5.0 Q0 CACM-2483 12.0 24.5332407634 BM25
5.0 Q0 CACM-1698 13.0 23.792030152 BM25
5.0 Q0 CACM-2622 14.0 23.5940317444 BM25
5.0 Q0 CACM-2314 15.0 23.5218450507 BM25
5.0 Q0 CACM-2396 16.0 23.3265600451 BM25
5.0 Q0 CACM-0892 17.0 23.3119401424 BM25
5.0 Q0 CACM-2873 18.0 22.9282472112 BM25
5.0 Q0 CACM-2629 19.0 22.9014119935 BM25
5.0 Q0 CACM-2169 20.0 22.8780061952 BM25
5.0 Q0 CACM-1502 21.0 22.8228388297 BM25
5.0 Q0 CACM-1827 22.0 22.6363508504 BM25
5.0 Q0 CACM-1962 23.0 22.487990326 BM25
5.0 Q0 CACM-2002 24.0 22.4436556719 BM25
5.0 Q0 CACM-1487 25.0 22.3275062766 BM25
5.0 Q0 CACM-2358 26.0 22.324427399 BM25
5.0 Q0 CACM-1853 27.0 22.1776919525 BM25
5.0 Q0 CACM-3087 28.0 21.8658995575 BM25
5.0 Q0 CACM-1307 29.0 21.7488652322 BM25
5.0 Q0 CACM-2106 30.0 21.5408251675 BM25
5.0 Q0 CACM-1937 31.0 21.1750280714 BM25
5.0 Q0 CACM-2357 32.0 21.075536993 BM25
5.0 Q0 CACM-2321 33.0 21.0596182265 BM25
5.0 Q0 CACM-2812 34.0 21.0245411761 BM25
5.0 Q0 CACM-2542 35.0 20.9712763078 BM25
5.0 Q0 CACM-1652 36.0 20.8648525635 BM25
5.0 Q0 CACM-1605 37.0 20.8118756216 BM25
5.0 Q0 CACM-1409 38.0 20.7542540174 BM25
5.0 Q0 CACM-0972 39.0 20.6677874878 BM25
5.0 Q0 CACM-2887 40.0 20.6202442549 BM25
5.0 Q0 CACM-1589 41.0 20.617560747 BM25
5.0 Q0 CACM-2990 42.0 20.5108330566 BM25
5.0 Q0 CACM-2247 43.0 20.4929898146 BM25
5.0 Q0 CACM-1844 44.0 20.4498709078 BM25
5.0 Q0 CACM-1272 45.0 20.1075836304 BM25
5.0 Q0 CACM-2841 46.0 19.9928165917 BM25
5.0 Q0 CACM-1392 47.0 19.9776675613 BM25
5.0 Q0 CACM-1194 48.0 19.9243817594 BM25
5.0 Q0 CACM-2916 49.0 19.9130408131 BM25
5.0 Q0 CACM-2931 50.0 19.8657603793 BM25
5.0 Q0 CACM-3147 51.0 19.853996494 BM25
5.0 Q0 CACM-1810 52.0 19.8513458135 BM25
5.0 Q0 CACM-1188 53.0 19.6927091752 BM25
5.0 Q0 CACM-2592 54.0 19.6189178807 BM25
5.0 Q0 CACM-2188 55.0 19.6015457071 BM25
5.0 Q0 CACM-1697 56.0 19.5596935102 BM25
5.0 Q0 CACM-2399 57.0 19.5375146323 BM25
5.0 Q0 CACM-1066 58.0 19.5251762625 BM25
5.0 Q0 CACM-1454 59.0 19.5170984261 BM25
5.0 Q0 CACM-2181 60.0 19.5140370028 BM25
5.0 Q0 CACM-1960 61.0 19.5012539295 BM25
5.0 Q0 CACM-2138 62.0 19.4784774158 BM25
5.0 Q0 CACM-1930 63.0 19.3244983915 BM25
5.0 Q0 CACM-2535 64.0 19.2052003626 BM25
5.0 Q0 CACM-0040 65.0 19.193366761 BM25
5.0 Q0 CACM-1281 66.0 19.1744937518 BM25
