queryid Q0 docid rank score sys_name
1.0 Q0 CACM-1472 68.0 0.201757346819 tfidf
1.0 Q0 CACM-3137 69.0 0.20170480732 tfidf
1.0 Q0 CACM-0002 70.0 0.200955171366 tfidf
1.0 Q0 CACM-2288 71.0 0.200816266813 tfidf
1.0 Q0 CACM-1923 72.0 0.20077633912 tfidf
1.0 Q0 CACM-2893 73.0 0.19862800633 tfidf
1.0 Q0 CACM-2666 74.0 0.198209854139 tfidf
1.0 Q0 CACM-3091 75.0 0.197367830825 tfidf
1.0 Q0 CACM-2951 76.0 0.196619600636 tfidf
1.0 Q0 CACM-2681 77.0 0.196171967476 tfidf
1.0 Q0 CACM-2379 78.0 0.195956547583 tfidf
1.0 Q0 CACM-0197 79.0 0.195494996354 tfidf
1.0 Q0 CACM-0202 80.0 0.195447988267 tfidf
1.0 Q0 CACM-0103 81.0 0.194181546413 tfidf
1.0 Q0 CACM-1163 82.0 0.193518315092 tfidf
1.0 Q0 CACM-1505 83.0 0.192965418599 tfidf
1.0 Q0 CACM-0699 84.0 0.191967871006 tfidf
1.0 Q0 CACM-2153 85.0 0.191587964215 tfidf
1.0 Q0 CACM-1044 86.0 0.191439007674 tfidf
1.0 Q0 CACM-1844 87.0 0.191424320739 tfidf
1.0 Q0 CACM-1069 88.0 0.190530112848 tfidf
1.0 Q0 CACM-1440 89.0 0.190341713359 tfidf
1.0 Q0 CACM-0031 90.0 0.189598613797 tfidf
1.0 Q0 CACM-2535 91.0 0.187841303284 tfidf
1.0 Q0 CACM-1444 92.0 0.187620755681 tfidf
1.0 Q0 CACM-0637 93.0 0.186855724239 tfidf
1.0 Q0 CACM-2380 94.0 0.186309327994 tfidf
1.0 Q0 CACM-1280 95.0 0.185404074653 tfidf
1.0 Q0 CACM-1209 96.0 0.185372267927 tfidf
1.0 Q0 CACM-0105 97.0 0.185372267927 tfidf
1.0 Q0 CACM-1310 98.0 0.185372267927 tfidf
1.0 Q0 CACM-0585 99.0 0.183793130354 tfidf
1.0 Q0 CACM-1718 100.0 0.180896462695 tfidf
2.0 Q0 CACM-0171 1.0 0.252679268773 tfidf
2.0 Q0 CACM-3028 2.0 0.234272169723 tfidf
2.0 Q0 CACM-0204 3.0 0.232950578122 tfidf
2.0 Q0 CACM-0597 4.0 0.225444020467 tfidf
2.0 Q0 CACM-1519 5.0 0.199875490033 tfidf
2.0 Q0 CACM-1057 6.0 0.195018252534 tfidf
2.0 Q0 CACM-1977 7.0 0.193380672844 tfidf
2.0 Q0 CACM-2439 8.0 0.182673989463 tfidf
2.0 Q0 CACM-0200 9.0 0.181568717876 tfidf
2.0 Q0 CACM-0201 10.0 0.181568717876 tfidf
2.0 Q0 CACM-0847 11.0 0.177072696284 tfidf
2.0 Q0 CACM-0069 12.0 0.174206788879 tfidf
2.0 Q0 CACM-3129 13.0 0.17344006502 tfidf
2.0 Q0 CACM-2039 14.0 0.173092513655 tfidf
2.0 Q0 CACM-1243 15.0 0.170596903241 tfidf
2.0 Q0 CACM-0452 16.0 0.169854607046 tfidf
2.0 Q0 CACM-3171 17.0 0.167516941776 tfidf
2.0 Q0 CACM-1259 18.0 0.164273167125 tfidf
2.0 Q0 CACM-0363 19.0 0.164262911727 tfidf
2.0 Q0 CACM-2194 20.0 0.162744142261 tfidf
2.0 Q0 CACM-2905 21.0 0.159808631506 tfidf
2.0 Q0 CACM-2219 22.0 0.158956790391 tfidf
2.0 Q0 CACM-1305 23.0 0.153456493756 tfidf
2.0 Q0 CACM-1264 24.0 0.1533664055 tfidf
2.0 Q0 CACM-0626 25.0 0.152625840603 tfidf
2.0 Q0 CACM-0242 26.0 0.152518931682 tfidf
2.0 Q0 CACM-1931 27.0 0.152198352684 tfidf
2.0 Q0 CACM-1727 28.0 0.151006852845 tfidf
2.0 Q0 CACM-1732 29.0 0.150442651955 tfidf
2.0 Q0 CACM-2177 30.0 0.148030575532 tfidf
2.0 Q0 CACM-0820 31.0 0.147667110221 tfidf
2.0 Q0 CACM-1473 32.0 0.147616115613 tfidf
2.0 Q0 CACM-1867 33.0 0.147564499208 tfidf
2.0 Q0 CACM-0248 34.0 0.147413161161 tfidf
2.0 Q0 CACM-0531 35.0 0.146817888365 tfidf
2.0 Q0 CACM-1272 36.0 0.146538724092 tfidf
2.0 Q0 CACM-0282 37.0 0.145435207574 tfidf
2.0 Q0 CACM-3034 38.0 0.145013517241 tfidf
2.0 Q0 CACM-1152 39.0 0.144595068236 tfidf
2.0 Q0 CACM-2368 40.0 0.143791560168 tfidf
2.0 Q0 CACM-0388 41.0 0.143730047761 tfidf
2.0 Q0 CACM-2523 42.0 0.142657498899 tfidf
2.0 Q0 CACM-2199 43.0 0.142310616714 tfidf
2.0 Q0 CACM-1168 44.0 0.141481411877 tfidf
2.0 Q0 CACM-2900 45.0 0.140830185159 tfidf
2.0 Q0 CACM-1154 46.0 0.140581306212 tfidf
2.0 Q0 CACM-3057 47.0 0.14011022585 tfidf
2.0 Q0 CACM-2933 48.0 0.138869324229 tfidf
2.0 Q0 CACM-1619 49.0 0.136964435211 tfidf
2.0 Q0 CACM-1623 50.0 0.135467956912 tfidf
2.0 Q0 CACM-2815 51.0 0.135431482404 tfidf
2.0 Q0 CACM-0670 52.0 0.135190638065 tfidf
2.0 Q0 CACM-1014 53.0 0.134792834475 tfidf
2.0 Q0 CACM-2995 54.0 0.132900399199 tfidf
2.0 Q0 CACM-2253 55.0 0.131394648521 tfidf
2.0 Q0 CACM-1564 56.0 0.130800133398 tfidf
2.0 Q0 CACM-1868 57.0 0.13053562515 tfidf
2.0 Q0 CACM-1045 58.0 0.130029527099 tfidf
2.0 Q0 CACM-2918 59.0 0.130013982314 tfidf
2.0 Q0 CACM-3138 60.0 0.129348887724 tfidf
2.0 Q0 CACM-2519 61.0 0.12915915636 tfidf
2.0 Q0 CACM-3078 62.0 0.128704331874 tfidf
2.0 Q0 CACM-0383 63.0 0.128613289547 tfidf
2.0 Q0 CACM-1764 64.0 0.126876000559 tfidf
2.0 Q0 CACM-2572 65.0 0.126806331806 tfidf
2.0 Q0 CACM-0617 66.0 0.126465902998 tfidf
2.0 Q0 CACM-1427 67.0 0.126310057323 tfidf
2.0 Q0 CACM-1315 68.0 0.126309645975 tfidf
2.0 Q0 CACM-2047 69.0 0.125451052873 tfidf
2.0 Q0 CACM-2215 70.0 0.12545058449 tfidf
2.0 Q0 CACM-1821 71.0 0.125368876629 tfidf
2.0 Q0 CACM-3158 72.0 0.124844558479 tfidf
2.0 Q0 CACM-0411 73.0 0.124594124249 tfidf
2.0 Q0 CACM-3195 74.0 0.122012160922 tfidf
2.0 Q0 CACM-1488 75.0 0.121992548582 tfidf
2.0 Q0 CACM-1413 76.0 0.12057545759 tfidf
2.0 Q0 CACM-2899 77.0 0.120415012242 tfidf
2.0 Q0 CACM-1062 78.0 0.119717517976 tfidf
2.0 Q0 CACM-1870 79.0 0.119570387447 tfidf
2.0 Q0 CACM-1404 80.0 0.119154808428 tfidf
2.0 Q0 CACM-1553 81.0 0.118444027783 tfidf
2.0 Q0 CACM-2916 82.0 0.118246881605 tfidf
2.0 Q0 CACM-2486 83.0 0.118102475114 tfidf
2.0 Q0 CACM-1625 84.0 0.118004215192 tfidf
2.0 Q0 CACM-3056 85.0 0.117642700463 tfidf
2.0 Q0 CACM-1391 86.0 0.117596837024 tfidf
2.0 Q0 CACM-1888 87.0 0.117387054985 tfidf
2.0 Q0 CACM-1101 88.0 0.117265058117 tfidf
2.0 Q0 CACM-1443 89.0 0.117202657002 tfidf
2.0 Q0 CACM-1010 90.0 0.117043006317 tfidf
2.0 Q0 CACM-1383 91.0 0.117035814242 tfidf
2.0 Q0 CACM-0544 92.0 0.116039621882 tfidf
2.0 Q0 CACM-0344 93.0 0.116039621882 tfidf
2.0 Q0 CACM-0028 94.0 0.116039621882 tfidf
2.0 Q0 CACM-1593 95.0 0.116018642883 tfidf
2.0 Q0 CACM-1309 96.0 0.115737913202 tfidf
2.0 Q0 CACM-2935 97.0 0.113914627885 tfidf
2.0 Q0 CACM-1652 98.0 0.112751673649 tfidf
2.0 Q0 CACM-2794 99.0 0.112684525207 tfidf
2.0 Q0 CACM-1470 100.0 0.112681558384 tfidf
3.0 Q0 CACM-2316 1.0 0.368506021602 tfidf
3.0 Q0 CACM-0070 2.0 0.2669036285 tfidf
3.0 Q0 CACM-2295 3.0 0.239959526426 tfidf
3.0 Q0 CACM-1196 4.0 0.228856425603 tfidf
3.0 Q0 CACM-1459 5.0 0.219765056063 tfidf
3.0 Q0 CACM-1457 6.0 0.211463141319 tfidf
3.0 Q0 CACM-1383 7.0 0.209262629579 tfidf
3.0 Q0 CACM-2705 8.0 0.207229710445 tfidf
3.0 Q0 CACM-2886 9.0 0.202882512611 tfidf
3.0 Q0 CACM-0086 10.0 0.200629116094 tfidf
3.0 Q0 CACM-1703 11.0 0.19925789738 tfidf
3.0 Q0 CACM-2254 12.0 0.198453145149 tfidf
3.0 Q0 CACM-0605 13.0 0.197261622616 tfidf
3.0 Q0 CACM-3056 14.0 0.195792498308 tfidf
3.0 Q0 CACM-0059 15.0 0.195045474106 tfidf
3.0 Q0 CACM-1206 16.0 0.190675944147 tfidf
3.0 Q0 CACM-2814 17.0 0.190506583339 tfidf
3.0 Q0 CACM-3135 18.0 0.187670630121 tfidf
3.0 Q0 CACM-2990 19.0 0.186462731491 tfidf
3.0 Q0 CACM-2494 20.0 0.184349127984 tfidf
3.0 Q0 CACM-1267 21.0 0.184095259978 tfidf
3.0 Q0 CACM-0637 22.0 0.183713549361 tfidf
3.0 Q0 CACM-2572 23.0 0.183636132374 tfidf
3.0 Q0 CACM-0596 24.0 0.183502007961 tfidf
3.0 Q0 CACM-1402 25.0 0.182094018085 tfidf
3.0 Q0 CACM-1650 26.0 0.181455880153 tfidf
3.0 Q0 CACM-0084 27.0 0.179441836177 tfidf
3.0 Q0 CACM-0651 28.0 0.177806144449 tfidf
3.0 Q0 CACM-1473 29.0 0.177544845133 tfidf
3.0 Q0 CACM-2603 30.0 0.17707639662 tfidf
3.0 Q0 CACM-3102 31.0 0.176549041373 tfidf
3.0 Q0 CACM-1003 32.0 0.175639360308 tfidf
3.0 Q0 CACM-1135 33.0 0.172828404748 tfidf
3.0 Q0 CACM-2305 34.0 0.172675652235 tfidf
3.0 Q0 CACM-2264 35.0 0.172409462034 tfidf
3.0 Q0 CACM-2808 36.0 0.172001579954 tfidf
3.0 Q0 CACM-1916 37.0 0.171682361502 tfidf
3.0 Q0 CACM-3099 38.0 0.171642189594 tfidf
3.0 Q0 CACM-2699 39.0 0.170719908137 tfidf
3.0 Q0 CACM-1315 40.0 0.170476735575 tfidf
3.0 Q0 CACM-2932 41.0 0.170150611126 tfidf
3.0 Q0 CACM-2721 42.0 0.169817395559 tfidf
3.0 Q0 CACM-1482 43.0 0.169386455077 tfidf
3.0 Q0 CACM-2864 44.0 0.169375669106 tfidf
3.0 Q0 CACM-1723 45.0 0.168433515267 tfidf
3.0 Q0 CACM-1678 46.0 0.168423779806 tfidf
3.0 Q0 CACM-1632 47.0 0.167816206923 tfidf
3.0 Q0 CACM-1809 48.0 0.16754566044 tfidf
3.0 Q0 CACM-0248 49.0 0.166016326646 tfidf
3.0 Q0 CACM-3124 50.0 0.165652786081 tfidf
3.0 Q0 CACM-1474 51.0 0.162546005029 tfidf
3.0 Q0 CACM-1314 52.0 0.162468342908 tfidf
3.0 Q0 CACM-1111 53.0 0.162460054247 tfidf
3.0 Q0 CACM-2918 54.0 0.162379162302 tfidf
3.0 Q0 CACM-1533 55.0 0.162159078829 tfidf
3.0 Q0 CACM-1360 56.0 0.162052874469 tfidf
3.0 Q0 CACM-2805 57.0 0.160307481528 tfidf
3.0 Q0 CACM-1014 58.0 0.160296005701 tfidf
3.0 Q0 CACM-3171 59.0 0.160043843247 tfidf
3.0 Q0 CACM-3160 60.0 0.159582490026 tfidf
3.0 Q0 CACM-1305 61.0 0.159341971793 tfidf
3.0 Q0 CACM-3118 62.0 0.159327210229 tfidf
3.0 Q0 CACM-2875 63.0 0.15916811337 tfidf
3.0 Q0 CACM-1098 64.0 0.158554633113 tfidf
3.0 Q0 CACM-2887 65.0 0.158480071857 tfidf
3.0 Q0 CACM-3048 66.0 0.158380309273 tfidf
3.0 Q0 CACM-0252 67.0 0.158234885257 tfidf
3.0 Q0 CACM-1182 68.0 0.157074558094 tfidf
3.0 Q0 CACM-1709 69.0 0.15526505198 tfidf
3.0 Q0 CACM-2873 70.0 0.154496171185 tfidf
3.0 Q0 CACM-2551 71.0 0.15425766939 tfidf
3.0 Q0 CACM-1890 72.0 0.15390125358 tfidf
3.0 Q0 CACM-2587 73.0 0.15262675634 tfidf
3.0 Q0 CACM-1928 74.0 0.152276714639 tfidf
3.0 Q0 CACM-3141 75.0 0.151453490975 tfidf
3.0 Q0 CACM-1637 76.0 0.150791374336 tfidf
3.0 Q0 CACM-0303 77.0 0.150161792256 tfidf
3.0 Q0 CACM-1696 78.0 0.150089802496 tfidf
3.0 Q0 CACM-2486 79.0 0.149198755953 tfidf
3.0 Q0 CACM-0533 80.0 0.148745841542 tfidf
3.0 Q0 CACM-1503 81.0 0.148592237737 tfidf
3.0 Q0 CACM-2782 82.0 0.148171787041 tfidf
3.0 Q0 CACM-2195 83.0 0.14809042296 tfidf
3.0 Q0 CACM-1623 84.0 0.148017123393 tfidf
3.0 Q0 CACM-1867 85.0 0.147783577632 tfidf
3.0 Q0 CACM-3036 86.0 0.147728918436 tfidf
3.0 Q0 CACM-2411 87.0 0.147326465293 tfidf
3.0 Q0 CACM-2989 88.0 0.147292569633 tfidf
3.0 Q0 CACM-0854 89.0 0.147048410868 tfidf
3.0 Q0 CACM-2841 90.0 0.146924599831 tfidf
3.0 Q0 CACM-1134 91.0 0.146892854422 tfidf
3.0 Q0 CACM-1309 92.0 0.146839569612 tfidf
3.0 Q0 CACM-0536 93.0 0.146806280474 tfidf
3.0 Q0 CACM-2746 94.0 0.146136110729 tfidf
3.0 Q0 CACM-2776 95.0 0.146047212487 tfidf
3.0 Q0 CACM-1671 96.0 0.145818118011 tfidf
3.0 Q0 CACM-0051 97.0 0.145689176507 tfidf
3.0 Q0 CACM-1366 98.0 0.14542184973 tfidf
3.0 Q0 CACM-1427 99.0 0.145247870036 tfidf
3.0 Q0 CACM-2308 100.0 0.145005069234 tfidf
4.0 Q0 CACM-1014 1.0 0.632810197703 tfidf
4.0 Q0 CACM-0409 2.0 0.619305715637 tfidf
4.0 Q0 CACM-2554 3.0 0.614814157872 tfidf
4.0 Q0 CACM-3013 4.0 0.605613478509 tfidf
4.0 Q0 CACM-0282 5.0 0.592071740408 tfidf
4.0 Q0 CACM-2439 6.0 0.587932186975 tfidf
4.0 Q0 CACM-1727 7.0 0.587909310236 tfidf
4.0 Q0 CACM-3018 8.0 0.584367771768 tfidf
4.0 Q0 CACM-2931 9.0 0.579935158729 tfidf
4.0 Q0 CACM-0695 10.0 0.578929828947 tfidf
4.0 Q0 CACM-1233 11.0 0.573694754265 tfidf
4.0 Q0 CACM-1534 12.0 0.573560852207 tfidf
4.0 Q0 CACM-2932 13.0 0.571458305896 tfidf
4.0 Q0 CACM-1610 14.0 0.571168827226 tfidf
4.0 Q0 CACM-1362 15.0 0.571008650909 tfidf
4.0 Q0 CACM-1398 16.0 0.569633994461 tfidf
4.0 Q0 CACM-0724 17.0 0.565286173231 tfidf
4.0 Q0 CACM-2186 18.0 0.564680563178 tfidf
4.0 Q0 CACM-2196 19.0 0.564533920887 tfidf
4.0 Q0 CACM-2916 20.0 0.560859546349 tfidf
4.0 Q0 CACM-2969 21.0 0.560575570083 tfidf
4.0 Q0 CACM-1473 22.0 0.55853782491 tfidf
4.0 Q0 CACM-1391 23.0 0.557126518554 tfidf
4.0 Q0 CACM-3137 24.0 0.555733134815 tfidf
4.0 Q0 CACM-2848 25.0 0.555607963892 tfidf
4.0 Q0 CACM-2721 26.0 0.553914023698 tfidf
4.0 Q0 CACM-2519 27.0 0.552516788042 tfidf
4.0 Q0 CACM-1032 28.0 0.551260912728 tfidf
4.0 Q0 CACM-3103 29.0 0.548631333611 tfidf
4.0 Q0 CACM-1171 30.0 0.548093522541 tfidf
4.0 Q0 CACM-2900 31.0 0.5440481119 tfidf
4.0 Q0 CACM-2810 32.0 0.543567842369 tfidf
4.0 Q0 CACM-3049 33.0 0.540038947929 tfidf
4.0 Q0 CACM-1650 34.0 0.539258804971 tfidf
4.0 Q0 CACM-2805 35.0 0.538428555579 tfidf
4.0 Q0 CACM-1143 36.0 0.537923589912 tfidf
4.0 Q0 CACM-1001 37.0 0.536961172481 tfidf
4.0 Q0 CACM-1307 38.0 0.534465181319 tfidf
4.0 Q0 CACM-1829 39.0 0.53277318758 tfidf
4.0 Q0 CACM-1325 40.0 0.532651093372 tfidf
4.0 Q0 CACM-1199 41.0 0.532510009231 tfidf
4.0 Q0 CACM-1253 42.0 0.531571836004 tfidf
4.0 Q0 CACM-1529 43.0 0.531537078777 tfidf
4.0 Q0 CACM-2619 44.0 0.53150405205 tfidf
4.0 Q0 CACM-3048 45.0 0.531121946353 tfidf
4.0 Q0 CACM-1623 46.0 0.526600520965 tfidf
4.0 Q0 CACM-1622 47.0 0.526017515471 tfidf
4.0 Q0 CACM-1196 48.0 0.52453152514 tfidf
4.0 Q0 CACM-1182 49.0 0.522755497746 tfidf
4.0 Q0 CACM-0495 50.0 0.521041924997 tfidf
4.0 Q0 CACM-2195 51.0 0.52023920046 tfidf
4.0 Q0 CACM-2883 52.0 0.519416637882 tfidf
4.0 Q0 CACM-2484 53.0 0.51930382136 tfidf
4.0 Q0 CACM-1404 54.0 0.518199558133 tfidf
4.0 Q0 CACM-1567 55.0 0.517355242209 tfidf
4.0 Q0 CACM-1527 56.0 0.516719475102 tfidf
4.0 Q0 CACM-0084 57.0 0.515791205956 tfidf
4.0 Q0 CACM-1536 58.0 0.513473733545 tfidf
4.0 Q0 CACM-1445 59.0 0.513269846539 tfidf
4.0 Q0 CACM-3108 60.0 0.512974255481 tfidf
4.0 Q0 CACM-1272 61.0 0.512421277814 tfidf
4.0 Q0 CACM-0040 62.0 0.511683595115 tfidf
4.0 Q0 CACM-1855 63.0 0.511100473708 tfidf
4.0 Q0 CACM-2949 64.0 0.511093398338 tfidf
4.0 Q0 CACM-2248 65.0 0.506230619649 tfidf
4.0 Q0 CACM-0670 66.0 0.50500738262 tfidf
4.0 Q0 CACM-2096 67.0 0.504970926126 tfidf
4.0 Q0 CACM-2940 68.0 0.504059883187 tfidf
4.0 Q0 CACM-1206 69.0 0.503814059145 tfidf
4.0 Q0 CACM-2794 70.0 0.500286277313 tfidf
4.0 Q0 CACM-3138 71.0 0.49986719913 tfidf
4.0 Q0 CACM-1353 72.0 0.499225499829 tfidf
4.0 Q0 CACM-0497 73.0 0.499215577259 tfidf
4.0 Q0 CACM-1154 74.0 0.498732572828 tfidf
4.0 Q0 CACM-2812 75.0 0.49803166922 tfidf
4.0 Q0 CACM-1724 76.0 0.497695964662 tfidf
4.0 Q0 CACM-1099 77.0 0.497576076482 tfidf
4.0 Q0 CACM-2905 78.0 0.497534845548 tfidf
4.0 Q0 CACM-0111 79.0 0.496480775137 tfidf
4.0 Q0 CACM-3082 80.0 0.495039150904 tfidf
4.0 Q0 CACM-0116 81.0 0.494253185347 tfidf
4.0 Q0 CACM-1550 82.0 0.494213297597 tfidf
4.0 Q0 CACM-1632 83.0 0.493971510767 tfidf
4.0 Q0 CACM-1439 84.0 0.492557206362 tfidf
4.0 Q0 CACM-2560 85.0 0.491944368123 tfidf
4.0 Q0 CACM-2197 86.0 0.491750736274 tfidf
4.0 Q0 CACM-1381 87.0 0.489666695372 tfidf
4.0 Q0 CACM-1423 88.0 0.489404565655 tfidf
4.0 Q0 CACM-0671 89.0 0.489226770632 tfidf
4.0 Q0 CACM-1003 90.0 0.488788172666 tfidf
4.0 Q0 CACM-1943 91.0 0.488446925162 tfidf
4.0 Q0 CACM-3028 92.0 0.487538453424 tfidf
4.0 Q0 CACM-0527 93.0 0.48702033939 tfidf
4.0 Q0 CACM-2310 94.0 0.486387821838 tfidf
4.0 Q0 CACM-2344 95.0 0.486216805928 tfidf
4.0 Q0 CACM-2666 96.0 0.486039573334 tfidf
4.0 Q0 CACM-2841 97.0 0.485754048791 tfidf
4.0 Q0 CACM-0694 98.0 0.482896733917 tfidf
4.0 Q0 CACM-0558 99.0 0.482028185675 tfidf
4.0 Q0 CACM-2646 100.0 0.481402841332 tfidf
5.0 Q0 CACM-2321 1.0 0.52602980234 tfidf
5.0 Q0 CACM-1829 2.0 0.517532466609 tfidf
5.0 Q0 CACM-2035 3.0 0.499634524644 tfidf
5.0 Q0 CACM-0671 4.0 0.464595709619 tfidf
5.0 Q0 CACM-1534 5.0 0.463388690219 tfidf
5.0 Q0 CACM-1435 6.0 0.462571678283 tfidf
5.0 Q0 CACM-2003 7.0 0.456333512585 tfidf
5.0 Q0 CACM-0695 8.0 0.443428122744 tfidf
5.0 Q0 CACM-1923 9.0 0.435246533255 tfidf
5.0 Q0 CACM-2841 10.0 0.433329130353 tfidf
5.0 Q0 CACM-1571 11.0 0.432356646879 tfidf
5.0 Q0 CACM-1194 12.0 0.431715503458 tfidf
5.0 Q0 CACM-1671 13.0 0.429109948725 tfidf
5.0 Q0 CACM-1206 14.0 0.428370195396 tfidf
5.0 Q0 CACM-2892 15.0 0.428054148812 tfidf
5.0 Q0 CACM-2980 16.0 0.426317718365 tfidf
5.0 Q0 CACM-1281 17.0 0.425983390635 tfidf
5.0 Q0 CACM-2399 18.0 0.425873864027 tfidf
5.0 Q0 CACM-0892 19.0 0.420822912082 tfidf
5.0 Q0 CACM-3035 20.0 0.418003347098 tfidf
5.0 Q0 CACM-2812 21.0 0.416778255535 tfidf
5.0 Q0 CACM-0111 22.0 0.414595127318 tfidf
5.0 Q0 CACM-1605 23.0 0.414017549316 tfidf
5.0 Q0 CACM-1272 24.0 0.412077072879 tfidf
5.0 Q0 CACM-2186 25.0 0.410015828488 tfidf
5.0 Q0 CACM-3012 26.0 0.406073400264 tfidf
5.0 Q0 CACM-3137 27.0 0.403432406454 tfidf
5.0 Q0 CACM-2554 28.0 0.403255776518 tfidf
5.0 Q0 CACM-1252 29.0 0.399461286302 tfidf
5.0 Q0 CACM-1742 30.0 0.398961355428 tfidf
5.0 Q0 CACM-2622 31.0 0.397468626768 tfidf
5.0 Q0 CACM-2990 32.0 0.396803909339 tfidf
5.0 Q0 CACM-0086 33.0 0.395083036205 tfidf
5.0 Q0 CACM-2145 34.0 0.394459497555 tfidf
5.0 Q0 CACM-2106 35.0 0.393303424558 tfidf
5.0 Q0 CACM-1764 36.0 0.393130348969 tfidf
5.0 Q0 CACM-1637 37.0 0.392314332415 tfidf
5.0 Q0 CACM-0116 38.0 0.39196482541 tfidf
5.0 Q0 CACM-3090 39.0 0.390893569614 tfidf
5.0 Q0 CACM-1724 40.0 0.389701444553 tfidf
5.0 Q0 CACM-1457 41.0 0.387217707536 tfidf
5.0 Q0 CACM-3190 42.0 0.38658058543 tfidf
5.0 Q0 CACM-2383 43.0 0.385760299646 tfidf
5.0 Q0 CACM-2810 44.0 0.385233114482 tfidf
5.0 Q0 CACM-2873 45.0 0.385013777691 tfidf
5.0 Q0 CACM-2950 46.0 0.384639556548 tfidf
5.0 Q0 CACM-2389 47.0 0.383269672435 tfidf
5.0 Q0 CACM-1738 48.0 0.383104455886 tfidf
5.0 Q0 CACM-1108 49.0 0.381064641658 tfidf
5.0 Q0 CACM-1750 50.0 0.380784033273 tfidf
