queryid Q0 docid rank score sys_name
1.0 Q0 CACM-1641 63.0 14.6222867829 BM25
1.0 Q0 CACM-1626 64.0 14.5907826066 BM25
1.0 Q0 CACM-2622 65.0 14.5241844948 BM25
1.0 Q0 CACM-1642 66.0 14.5080903888 BM25
1.0 Q0 CACM-2344 67.0 14.4335642487 BM25
1.0 Q0 CACM-1341 68.0 14.3852445395 BM25
1.0 Q0 CACM-1750 69.0 14.359186236 BM25
1.0 Q0 CACM-0397 70.0 14.3005788144 BM25
1.0 Q0 CACM-2500 71.0 14.2437050309 BM25
1.0 Q0 CACM-0619 72.0 14.2222661551 BM25
1.0 Q0 CACM-1179 73.0 14.1393287082 BM25
1.0 Q0 CACM-2342 74.0 14.1144987708 BM25
1.0 Q0 CACM-2838 75.0 14.0931564774 BM25
1.0 Q0 CACM-1962 76.0 14.0591633765 BM25
1.0 Q0 CACM-2184 77.0 14.0433467092 BM25
1.0 Q0 CACM-1699 78.0 13.8841620426 BM25
1.0 Q0 CACM-1665 79.0 13.7532375242 BM25
1.0 Q0 CACM-1956 80.0 13.6286315508 BM25
1.0 Q0 CACM-2740 81.0 13.6217316198 BM25
1.0 Q0 CACM-1173 82.0 13.4742180087 BM25
1.0 Q0 CACM-1113 83.0 13.3875460651 BM25
1.0 Q0 CACM-1526 84.0 13.3587110105 BM25
1.0 Q0 CACM-1589 85.0 13.3578912731 BM25
1.0 Q0 CACM-2372 86.0 13.3519746718 BM25
1.0 Q0 CACM-0796 87.0 13.3160857499 BM25
1.0 Q0 CACM-2033 88.0 13.2664383598 BM25
1.0 Q0 CACM-2219 89.0 13.2636615914 BM25
1.0 Q0 CACM-2035 90.0 13.2376001195 BM25
1.0 Q0 CACM-1236 91.0 13.2368210189 BM25
1.0 Q0 CACM-2247 92.0 13.2155904143 BM25
1.0 Q0 CACM-2017 93.0 13.1711241718 BM25
1.0 Q0 CACM-0971 94.0 13.1105757289 BM25
1.0 Q0 CACM-3087 95.0 13.1063094743 BM25
1.0 Q0 CACM-2390 96.0 13.0985251415 BM25
1.0 Q0 CACM-2470 97.0 13.0620715538 BM25
1.0 Q0 CACM-2849 98.0 13.0524752985 BM25
1.0 Q0 CACM-1829 99.0 13.0511077181 BM25
1.0 Q0 CACM-2175 100.0 13.0057274805 BM25
2.0 Q0 CACM-2434 1.0 10.3058046062 BM25
2.0 Q0 CACM-3078 2.0 9.98373953646 BM25
2.0 Q0 CACM-2863 3.0 9.27534753328 BM25
2.0 Q0 CACM-0616 4.0 8.50169975343 BM25
2.0 Q0 CACM-2177 5.0 7.92378958701 BM25
2.0 Q0 CACM-1046 6.0 7.57010335474 BM25
2.0 Q0 CACM-2233 7.0 6.67848965863 BM25
2.0 Q0 CACM-0397 8.0 6.65741323657 BM25
2.0 Q0 CACM-2905 9.0 6.58457295587 BM25
2.0 Q0 CACM-0531 10.0 6.48363875456 BM25
2.0 Q0 CACM-1397 11.0 6.13134692916 BM25
2.0 Q0 CACM-2219 12.0 6.07606400312 BM25
2.0 Q0 CACM-1676 13.0 6.05515666981 BM25
2.0 Q0 CACM-1867 14.0 6.00661810176 BM25
2.0 Q0 CACM-1623 15.0 5.99301062141 BM25
2.0 Q0 CACM-2916 16.0 5.83653775398 BM25
2.0 Q0 CACM-3057 17.0 5.67615132154 BM25
2.0 Q0 CACM-1012 18.0 5.6279449057 BM25
2.0 Q0 CACM-1519 19.0 5.62221833234 BM25
2.0 Q0 CACM-1727 20.0 5.60657326724 BM25
2.0 Q0 CACM-1379 21.0 5.47792007002 BM25
2.0 Q0 CACM-3028 22.0 5.36837125763 BM25
2.0 Q0 CACM-2215 23.0 5.35238193154 BM25
2.0 Q0 CACM-0282 24.0 5.34958946142 BM25
2.0 Q0 CACM-1014 25.0 5.28198338731 BM25
2.0 Q0 CACM-1264 26.0 5.28135554213 BM25
2.0 Q0 CACM-1062 27.0 5.16380951731 BM25
2.0 Q0 CACM-2194 28.0 5.07417133192 BM25
2.0 Q0 CACM-0497 29.0 5.02780754635 BM25
2.0 Q0 CACM-1931 30.0 4.96551481175 BM25
2.0 Q0 CACM-2354 31.0 4.9533954733 BM25
2.0 Q0 CACM-1705 32.0 4.91873878608 BM25
2.0 Q0 CACM-0670 33.0 4.88364156087 BM25
2.0 Q0 CACM-2568 34.0 4.79547084597 BM25
2.0 Q0 CACM-2451 35.0 4.78759131595 BM25
2.0 Q0 CACM-2342 36.0 4.77009423067 BM25
2.0 Q0 CACM-3129 37.0 4.77009423067 BM25
2.0 Q0 CACM-1877 38.0 4.75648675033 BM25
2.0 Q0 CACM-0492 39.0 4.71510909196 BM25
2.0 Q0 CACM-1652 40.0 4.69908209676 BM25
2.0 Q0 CACM-0435 41.0 4.61787958176 BM25
2.0 Q0 CACM-1856 42.0 4.5975558405 BM25
2.0 Q0 CACM-1591 43.0 4.57976364436 BM25
2.0 Q0 CACM-1350 44.0 4.57079942946 BM25
2.0 Q0 CACM-1846 45.0 4.56035900845 BM25
2.0 Q0 CACM-2534 46.0 4.55525461557 BM25
2.0 Q0 CACM-1977 47.0 4.55317204154 BM25
2.0 Q0 CACM-1651 48.0 4.54947264546 BM25
2.0 Q0 CACM-2939 49.0 4.51230798699 BM25
2.0 Q0 CACM-2786 50.0 4.47641584007 BM25
2.0 Q0 CACM-1154 51.0 4.47184978926 BM25
2.0 Q0 CACM-1272 52.0 4.41939502817 BM25
2.0 Q0 CACM-1315 53.0 4.38477995867 BM25
2.0 Q0 CACM-2852 54.0 4.38219819613 BM25
2.0 Q0 CACM-1527 55.0 4.38219819613 BM25
2.0 Q0 CACM-2002 56.0 4.32377253809 BM25
2.0 Q0 CACM-1638 57.0 4.3173182641 BM25
2.0 Q0 CACM-1223 58.0 4.29998118412 BM25
2.0 Q0 CACM-2645 59.0 4.28730117306 BM25
2.0 Q0 CACM-1625 60.0 4.28151920295 BM25
2.0 Q0 CACM-1674 61.0 4.25701017416 BM25
2.0 Q0 CACM-1155 62.0 4.25122820405 BM25
2.0 Q0 CACM-2925 63.0 4.25122820405 BM25
2.0 Q0 CACM-1564 64.0 4.22127462403 BM25
2.0 Q0 CACM-1939 65.0 4.19753637407 BM25
2.0 Q0 CACM-2355 66.0 4.19715548751 BM25
2.0 Q0 CACM-2031 67.0 4.18415242926 BM25
2.0 Q0 CACM-1473 68.0 4.17349078291 BM25
2.0 Q0 CACM-3202 69.0 4.13414621348 BM25
2.0 Q0 CACM-2572 70.0 4.12150362902 BM25
2.0 Q0 CACM-1427 71.0 4.07280754667 BM25
2.0 Q0 CACM-2519 72.0 4.07280754667 BM25
2.0 Q0 CACM-3160 73.0 4.05920006633 BM25
2.0 Q0 CACM-2980 74.0 4.04255620827 BM25
2.0 Q0 CACM-1553 75.0 4.01889150367 BM25
2.0 Q0 CACM-1671 76.0 3.99907429541 BM25
2.0 Q0 CACM-3165 77.0 3.9945497758 BM25
2.0 Q0 CACM-3144 78.0 3.98243043735 BM25
2.0 Q0 CACM-3080 79.0 3.96633308018 BM25
2.0 Q0 CACM-2845 80.0 3.9024677058 BM25
2.0 Q0 CACM-1468 81.0 3.89929193266 BM25
2.0 Q0 CACM-2812 82.0 3.89929193266 BM25
2.0 Q0 CACM-2741 83.0 3.89092799107 BM25
2.0 Q0 CACM-1464 84.0 3.87427720255 BM25
2.0 Q0 CACM-1542 85.0 3.86307232445 BM25
2.0 Q0 CACM-1811 86.0 3.86307232445 BM25
2.0 Q0 CACM-3201 87.0 3.83468887618 BM25
2.0 Q0 CACM-2943 88.0 3.83468887618 BM25
2.0 Q0 CACM-2937 89.0 3.83468887618 BM25
2.0 Q0 CACM-3018 90.0 3.79306474692 BM25
2.0 Q0 CACM-3077 91.0 3.78657918466 BM25
2.0 Q0 CACM-1366 92.0 3.78204924009 BM25
2.0 Q0 CACM-2317 93.0 3.76095562492 BM25
2.0 Q0 CACM-2483 94.0 3.75546445147 BM25
2.0 Q0 CACM-2368 95.0 3.74721507482 BM25
2.0 Q0 CACM-3110 96.0 3.74431176686 BM25
2.0 Q0 CACM-1010 97.0 3.74431176686 BM25
2.0 Q0 CACM-1486 98.0 3.7258101252 BM25
2.0 Q0 CACM-2899 99.0 3.71950583847 BM25
2.0 Q0 CACM-1634 100.0 3.66079237561 BM25
3.0 Q0 CACM-0637 1.0 10.7321237881 BM25
3.0 Q0 CACM-3115 2.0 10.5162618781 BM25
3.0 Q0 CACM-2061 3.0 9.92111098822 BM25
3.0 Q0 CACM-1387 4.0 9.77122470264 BM25
3.0 Q0 CACM-1572 5.0 9.71270879707 BM25
3.0 Q0 CACM-1807 6.0 9.68481202554 BM25
3.0 Q0 CACM-1134 7.0 9.29069769944 BM25
3.0 Q0 CACM-3130 8.0 9.25519033103 BM25
3.0 Q0 CACM-2886 9.0 9.00796477756 BM25
3.0 Q0 CACM-1194 10.0 8.90802632325 BM25
3.0 Q0 CACM-1787 11.0 8.81467520829 BM25
3.0 Q0 CACM-2921 12.0 8.51127839654 BM25
3.0 Q0 CACM-1029 13.0 8.48408486017 BM25
3.0 Q0 CACM-1533 14.0 8.35232930621 BM25
3.0 Q0 CACM-2542 15.0 8.29988088006 BM25
3.0 Q0 CACM-2534 16.0 8.29727881156 BM25
3.0 Q0 CACM-2053 17.0 8.23473570217 BM25
3.0 Q0 CACM-2423 18.0 8.14092388667 BM25
3.0 Q0 CACM-1223 19.0 8.09688800929 BM25
3.0 Q0 CACM-0252 20.0 8.06603221513 BM25
3.0 Q0 CACM-1350 21.0 8.05677761924 BM25
3.0 Q0 CACM-2897 22.0 8.0524245624 BM25
3.0 Q0 CACM-2111 23.0 7.98108626682 BM25
3.0 Q0 CACM-1062 24.0 7.82995456967 BM25
3.0 Q0 CACM-1003 25.0 7.80608562514 BM25
3.0 Q0 CACM-1154 26.0 7.70858486433 BM25
3.0 Q0 CACM-1392 27.0 7.67786976484 BM25
3.0 Q0 CACM-2887 28.0 7.66672011391 BM25
3.0 Q0 CACM-1135 29.0 7.65079595799 BM25
3.0 Q0 CACM-2175 30.0 7.62253689757 BM25
3.0 Q0 CACM-1947 31.0 7.57066965065 BM25
3.0 Q0 CACM-3080 32.0 7.54962589727 BM25
3.0 Q0 CACM-1783 33.0 7.54711208701 BM25
3.0 Q0 CACM-2684 34.0 7.45720311008 BM25
3.0 Q0 CACM-3103 35.0 7.41762403237 BM25
3.0 Q0 CACM-2064 36.0 7.4100444363 BM25
3.0 Q0 CACM-2871 37.0 7.40946771501 BM25
3.0 Q0 CACM-2929 38.0 7.35386460434 BM25
3.0 Q0 CACM-1591 39.0 7.23165224809 BM25
3.0 Q0 CACM-3028 40.0 7.17644352026 BM25
3.0 Q0 CACM-2990 41.0 7.14069777735 BM25
3.0 Q0 CACM-1671 42.0 7.13098258653 BM25
3.0 Q0 CACM-2233 43.0 7.10327508036 BM25
3.0 Q0 CACM-1012 44.0 7.10233315963 BM25
3.0 Q0 CACM-2138 45.0 7.07878535896 BM25
3.0 Q0 CACM-2424 46.0 6.99008092195 BM25
3.0 Q0 CACM-1159 47.0 6.95070945782 BM25
3.0 Q0 CACM-3124 48.0 6.82410219992 BM25
3.0 Q0 CACM-3093 49.0 6.75073174172 BM25
3.0 Q0 CACM-2130 50.0 6.74846300688 BM25
3.0 Q0 CACM-2746 51.0 6.73347322759 BM25
3.0 Q0 CACM-2110 52.0 6.73275038647 BM25
3.0 Q0 CACM-2217 53.0 6.71863234688 BM25
3.0 Q0 CACM-1402 54.0 6.71084008663 BM25
3.0 Q0 CACM-2439 55.0 6.65923448495 BM25
3.0 Q0 CACM-2867 56.0 6.64003010803 BM25
3.0 Q0 CACM-2210 57.0 6.56869181246 BM25
3.0 Q0 CACM-2877 58.0 6.56856028132 BM25
3.0 Q0 CACM-2341 59.0 6.56380898052 BM25
3.0 Q0 CACM-1315 60.0 6.5538889813 BM25
3.0 Q0 CACM-2598 61.0 6.55064239451 BM25
3.0 Q0 CACM-1723 62.0 6.51433341523 BM25
3.0 Q0 CACM-2112 63.0 6.50983131751 BM25
3.0 Q0 CACM-0464 64.0 6.50289748683 BM25
3.0 Q0 CACM-1565 65.0 6.50289609171 BM25
3.0 Q0 CACM-2939 66.0 6.48495582625 BM25
3.0 Q0 CACM-0254 67.0 6.43363323716 BM25
3.0 Q0 CACM-1365 68.0 6.40962050406 BM25
3.0 Q0 CACM-3077 69.0 6.39193945661 BM25
3.0 Q0 CACM-2470 70.0 6.38093662416 BM25
3.0 Q0 CACM-2196 71.0 6.37220511056 BM25
3.0 Q0 CACM-1916 72.0 6.36317611138 BM25
3.0 Q0 CACM-2864 73.0 6.36059449003 BM25
3.0 Q0 CACM-3099 74.0 6.28883645392 BM25
3.0 Q0 CACM-0205 75.0 6.27308779946 BM25
3.0 Q0 CACM-1543 76.0 6.2482634819 BM25
3.0 Q0 CACM-1206 77.0 6.21430237884 BM25
3.0 Q0 CACM-1728 78.0 6.21405662563 BM25
3.0 Q0 CACM-2247 79.0 6.21155240957 BM25
3.0 Q0 CACM-2918 80.0 6.19848049346 BM25
3.0 Q0 CACM-2820 81.0 6.1871709654 BM25
3.0 Q0 CACM-3110 82.0 6.17742117636 BM25
3.0 Q0 CACM-2449 83.0 6.17604524375 BM25
3.0 Q0 CACM-1650 84.0 6.15682614998 BM25
3.0 Q0 CACM-3056 85.0 6.15506611555 BM25
3.0 Q0 CACM-2411 86.0 6.13816075529 BM25
3.0 Q0 CACM-2989 87.0 6.12987855341 BM25
3.0 Q0 CACM-2572 88.0 6.12526658429 BM25
3.0 Q0 CACM-1170 89.0 6.0893626279 BM25
3.0 Q0 CACM-1682 90.0 6.08055047798 BM25
3.0 Q0 CACM-2904 91.0 6.08055047798 BM25
3.0 Q0 CACM-2945 92.0 6.08055047798 BM25
3.0 Q0 CACM-2254 93.0 6.04128870367 BM25
3.0 Q0 CACM-2794 94.0 6.03425931344 BM25
3.0 Q0 CACM-1386 95.0 6.03012636461 BM25
3.0 Q0 CACM-1236 96.0 6.02748031768 BM25
3.0 Q0 CACM-1684 97.0 6.02723456448 BM25
3.0 Q0 CACM-2970 98.0 6.02723456448 BM25
3.0 Q0 CACM-0799 99.0 5.99792730081 BM25
3.0 Q0 CACM-1680 100.0 5.9975184508 BM25
4.0 Q0 CACM-2931 1.0 30.1049918236 BM25
4.0 Q0 CACM-3128 2.0 28.4381821219 BM25
4.0 Q0 CACM-2342 3.0 26.8386217219 BM25
4.0 Q0 CACM-1135 4.0 24.0599225958 BM25
4.0 Q0 CACM-2377 5.0 23.7922273361 BM25
4.0 Q0 CACM-3043 6.0 23.5399349321 BM25
4.0 Q0 CACM-2905 7.0 22.7245543322 BM25
4.0 Q0 CACM-2851 8.0 22.4406820019 BM25
4.0 Q0 CACM-3049 9.0 22.3370691702 BM25
4.0 Q0 CACM-2314 10.0 21.4954462938 BM25
4.0 Q0 CACM-2816 11.0 21.4682845753 BM25
4.0 Q0 CACM-0616 12.0 21.3950255746 BM25
4.0 Q0 CACM-2940 13.0 21.0215567508 BM25
4.0 Q0 CACM-2519 14.0 20.8689451769 BM25
4.0 Q0 CACM-1727 15.0 20.7704837629 BM25
4.0 Q0 CACM-1829 16.0 20.2563896396 BM25
4.0 Q0 CACM-2969 17.0 20.2078635642 BM25
4.0 Q0 CACM-3103 18.0 20.1706486508 BM25
4.0 Q0 CACM-1470 19.0 20.1119822282 BM25
4.0 Q0 CACM-2438 20.0 19.9935908905 BM25
4.0 Q0 CACM-1665 21.0 19.6108079298 BM25
4.0 Q0 CACM-2939 22.0 19.5661599063 BM25
4.0 Q0 CACM-3148 23.0 19.5634581837 BM25
4.0 Q0 CACM-2060 24.0 19.554561072 BM25
4.0 Q0 CACM-2276 25.0 19.3020889481 BM25
4.0 Q0 CACM-2949 26.0 19.2762790491 BM25
4.0 Q0 CACM-2684 27.0 19.2302376266 BM25
4.0 Q0 CACM-0321 28.0 19.0374469397 BM25
4.0 Q0 CACM-3018 29.0 19.0361796869 BM25
4.0 Q0 CACM-2233 30.0 19.0000484543 BM25
4.0 Q0 CACM-0040 31.0 18.9759475065 BM25
4.0 Q0 CACM-2929 32.0 18.9140637477 BM25
4.0 Q0 CACM-2849 33.0 18.8997503186 BM25
4.0 Q0 CACM-3041 34.0 18.8118220735 BM25
4.0 Q0 CACM-3013 35.0 18.7762711888 BM25
4.0 Q0 CACM-1978 36.0 18.7267403694 BM25
4.0 Q0 CACM-2196 37.0 18.7216991459 BM25
4.0 Q0 CACM-0724 38.0 18.5915952134 BM25
4.0 Q0 CACM-1012 39.0 18.5346911711 BM25
4.0 Q0 CACM-3105 40.0 18.4717938276 BM25
4.0 Q0 CACM-3015 41.0 18.4501053138 BM25
4.0 Q0 CACM-1844 42.0 18.4187122946 BM25
4.0 Q0 CACM-1307 43.0 18.3551232907 BM25
4.0 Q0 CACM-2033 44.0 18.3292207867 BM25
4.0 Q0 CACM-1145 45.0 18.2289128029 BM25
4.0 Q0 CACM-1143 46.0 18.195745265 BM25
4.0 Q0 CACM-2216 47.0 18.1788522939 BM25
4.0 Q0 CACM-1651 48.0 18.1683538314 BM25
4.0 Q0 CACM-1705 49.0 18.1621968222 BM25
4.0 Q0 CACM-1550 50.0 18.1426626148 BM25
4.0 Q0 CACM-2721 51.0 18.1116228422 BM25
4.0 Q0 CACM-2619 52.0 18.0593048713 BM25
4.0 Q0 CACM-0435 53.0 18.053941346 BM25
4.0 Q0 CACM-3082 54.0 17.9947755416 BM25
4.0 Q0 CACM-2198 55.0 17.9466942816 BM25
4.0 Q0 CACM-2692 56.0 17.9201175419 BM25
4.0 Q0 CACM-1323 57.0 17.9003297509 BM25
4.0 Q0 CACM-2958 58.0 17.8967991566 BM25
4.0 Q0 CACM-1681 59.0 17.8782993816 BM25
4.0 Q0 CACM-2767 60.0 17.8327422607 BM25
4.0 Q0 CACM-2546 61.0 17.7110589266 BM25
4.0 Q0 CACM-2722 62.0 17.5580281534 BM25
4.0 Q0 CACM-2092 63.0 17.5538600883 BM25
4.0 Q0 CACM-1527 64.0 17.5018487081 BM25
4.0 Q0 CACM-2598 65.0 17.4857041918 BM25
4.0 Q0 CACM-1591 66.0 17.4193210466 BM25
4.0 Q0 CACM-2020 67.0 17.3869188587 BM25
4.0 Q0 CACM-1710 68.0 17.3714052067 BM25
4.0 Q0 CACM-1623 69.0 17.3650229761 BM25
4.0 Q0 CACM-2289 70.0 17.2964322587 BM25
4.0 Q0 CACM-2946 71.0 17.2012886613 BM25
4.0 Q0 CACM-1099 72.0 17.1932512859 BM25
4.0 Q0 CACM-2406 73.0 17.1626128897 BM25
4.0 Q0 CACM-3077 74.0 17.1480027595 BM25
4.0 Q0 CACM-2054 75.0 17.0995901245 BM25
4.0 Q0 CACM-1908 76.0 17.0488342531 BM25
4.0 Q0 CACM-2483 77.0 17.0031053217 BM25
4.0 Q0 CACM-1506 78.0 16.9919381332 BM25
4.0 Q0 CACM-1856 79.0 16.9911987486 BM25
4.0 Q0 CACM-1609 80.0 16.9277709242 BM25
4.0 Q0 CACM-2883 81.0 16.8837205231 BM25
4.0 Q0 CACM-1366 82.0 16.8798399143 BM25
4.0 Q0 CACM-1350 83.0 16.878208199 BM25
4.0 Q0 CACM-3138 84.0 16.7548104338 BM25
4.0 Q0 CACM-2922 85.0 16.7535912531 BM25
4.0 Q0 CACM-2210 86.0 16.6877669047 BM25
4.0 Q0 CACM-2810 87.0 16.6771409673 BM25
4.0 Q0 CACM-1206 88.0 16.6725816589 BM25
4.0 Q0 CACM-2900 89.0 16.6584802851 BM25
4.0 Q0 CACM-2554 90.0 16.6506269453 BM25
4.0 Q0 CACM-2188 91.0 16.6461632755 BM25
4.0 Q0 CACM-3087 92.0 16.6460976063 BM25
4.0 Q0 CACM-2705 93.0 16.634238559 BM25
4.0 Q0 CACM-3064 94.0 16.6230051678 BM25
4.0 Q0 CACM-1677 95.0 16.6109512215 BM25
4.0 Q0 CACM-1362 96.0 16.5567760739 BM25
4.0 Q0 CACM-2890 97.0 16.5246043715 BM25
4.0 Q0 CACM-1742 98.0 16.481123673 BM25
4.0 Q0 CACM-1827 99.0 16.4403299606 BM25
4.0 Q0 CACM-2252 100.0 16.4375074323 BM25
5.0 Q0 CACM-2035 1.0 38.8304129657 BM25
5.0 Q0 CACM-1829 2.0 32.0828247601 BM25
5.0 Q0 CACM-2299 3.0 28.2942679757 BM25
5.0 Q0 CACM-1671 4.0 27.7522353235 BM25
5.0 Q0 CACM-2003 5.0 27.0826284004 BM25
5.0 Q0 CACM-1699 6.0 26.9735504085 BM25
5.0 Q0 CACM-1978 7.0 26.4305543522 BM25
5.0 Q0 CACM-2947 8.0 26.1713902896 BM25
5.0 Q0 CACM-2786 9.0 25.9462377682 BM25
5.0 Q0 CACM-2252 10.0 25.4927796901 BM25
5.0 Q0 CACM-2820 11.0 24.9938028102 BM25
5.0 Q0 CACM-2483 12.0 24.5332407634 BM25
5.0 Q0 CACM-1698 13.0 23.792030152 BM25
5.0 Q0 CACM-2622 14.0 23.5940317444 BM25
5.0 Q0 CACM-2314 15.0 23.5218450507 BM25
5.0 Q0 CACM-2396 16.0 23.3265600451 BM25
5.0 Q0 CACM-0892 17.0 23.3119401424 BM25
5.0 Q0 CACM-2873 18.0 22.9282472112 BM25
5.0 Q0 CACM-2629 19.0 22.9014119935 BM25
5.0 Q0 CACM-2169 20.0 22.8780061952 BM25
5.0 Q0 CACM-1502 21.0 22.8228388297 BM25
5.0 Q0 CACM-1827 22.0 22.6363508504 BM25
5.0 Q0 CACM-1962 23.0 22.487990326 BM25
5.0 Q0 CACM-2002 24.0 22.4436556719 BM25
5.0 Q0 CACM-1487 25.0 22.3275062766 BM25
5.0 Q0 CACM-2358 26.0 22.324427399 BM25
5.0 Q0 CACM-1853 27.0 22.1776919525 BM25
5.0 Q0 CACM-3087 28.0 21.8658995575 BM25
5.0 Q0 CACM-1307 29.0 21.7488652322 BM25
5.0 Q0 CACM-2106 30.0 21.5408251675 BM25
5.0 Q0 CACM-1937 31.0 21.1750280714 BM25
5.0 Q0 CACM-2357 32.0 21.075536993 BM25
5.0 Q0 CACM-2321 33.0 21.0596182265 BM25
5.0 Q0 CACM-2812 34.0 21.0245411761 BM25
5.0 Q0 CACM-2542 35.0 20.9712763078 BM25
5.0 Q0 CACM-1652 36.0 20.8648525635 BM25
5.0 Q0 CACM-1605 37.0 20.8118756216 BM25
5.0 Q0 CACM-1409 38.0 20.7542540174 BM25
5.0 Q0 CACM-0972 39.0 20.6677874878 BM25
5.0 Q0 CACM-2887 40.0 20.6202442549 BM25
5.0 Q0 CACM-1589 41.0 20.617560747 BM25
5.0 Q0 CACM-2990 42.0 20.5108330566 BM25
5.0 Q0 CACM-2247 43.0 20.4929898146 BM25
5.0 Q0 CACM-1844 44.0 20.4498709078 BM25
5.0 Q0 CACM-1272 45.0 20.1075836304 BM25
5.0 Q0 CACM-2841 46.0 19.9928165917 BM25
5.0 Q0 CACM-1392 47.0 19.9776675613 BM25
5.0 Q0 CACM-1194 48.0 19.9243817594 BM25
5.0 Q0 CACM-2916 49.0 19.9130408131 BM25
5.0 Q0 CACM-2931 50.0 19.8657603793 BM25
5.0 Q0 CACM-3147 51.0 19.853996494 BM25
5.0 Q0 CACM-1810 52.0 19.8513458135 BM25
5.0 Q0 CACM-1188 53.0 19.6927091752 BM25
5.0 Q0 CACM-2592 54.0 19.6189178807 BM25
5.0 Q0 CACM-2188 55.0 19.6015457071 BM25
5.0 Q0 CACM-1697 56.0 19.5596935102 BM25
5.0 Q0 CACM-2399 57.0 19.5375146323 BM25
5.0 Q0 CACM-1066 58.0 19.5251762625 BM25
5.0 Q0 CACM-1454 59.0 19.5170984261 BM25
5.0 Q0 CACM-2181 60.0 19.5140370028 BM25
5.0 Q0 CACM-1960 61.0 19.5012539295 BM25
5.0 Q0 CACM-2138 62.0 19.4784774158 BM25
5.0 Q0 CACM-1930 63.0 19.3244983915 BM25
5.0 Q0 CACM-2535 64.0 19.2052003626 BM25
5.0 Q0 CACM-0040 65.0 19.193366761 BM25
5.0 Q0 CACM-1281 66.0 19.1744937518 BM25
